ID,Position,Finishing,HeadingAccuracy,ShortPassing,Dribbling,FKAccuracy,LongPassing,Acceleration,Reactions,Stamina,LongShots,Marking,Penalties
9894,246010,GK,10.0,26.0,30.0,14.0,24.0,32.0,45.0,59.0,37.0,27.0,11.0,24.0
9895,187898,LW,62.0,55.0,66.0,64.0,41.0,55.0,77.0,63.0,52.0,65.0,40.0,52.0
9896,211195,LB,29.0,54.0,61.0,59.0,39.0,62.0,70.0,63.0,93.0,34.0,59.0,44.0
9897,227835,LCM,48.0,20.0,70.0,72.0,54.0,69.0,76.0,64.0,66.0,49.0,55.0,48.0
9898,233467,RW,57.0,34.0,63.0,67.0,42.0,48.0,82.0,58.0,68.0,62.0,32.0,58.0
9899,244731,ST,71.0,63.0,62.0,56.0,34.0,27.0,70.0,70.0,53.0,67.0,15.0,57.0
9900,246011,RM,66.0,55.0,66.0,68.0,49.0,60.0,72.0,51.0,70.0,61.0,40.0,62.0
9901,212988,RDM,39.0,59.0,68.0,64.0,40.0,63.0,69.0,63.0,75.0,40.0,63.0,45.0
9902,215036,CM,41.0,54.0,71.0,57.0,45.0,63.0,64.0,61.0,73.0,45.0,57.0,58.0
9903,220156,ST,70.0,73.0,52.0,65.0,27.0,50.0,50.0,60.0,67.0,60.0,27.0,56.0
9904,158716,CM,66.0,75.0,64.0,62.0,53.0,58.0,55.0,72.0,84.0,53.0,50.0,55.0
9906,228348,LB,57.0,60.0,57.0,64.0,51.0,53.0,74.0,61.0,74.0,58.0,65.0,52.0
9907,234748,GK,16.0,15.0,19.0,11.0,15.0,17.0,28.0,63.0,30.0,15.0,12.0,16.0
9908,200957,RM,59.0,56.0,63.0,67.0,59.0,57.0,78.0,59.0,76.0,62.0,49.0,55.0
9909,207613,CM,54.0,49.0,66.0,66.0,69.0,63.0,66.0,64.0,74.0,55.0,64.0,60.0
9910,210941,GK,19.0,16.0,30.0,16.0,15.0,24.0,45.0,64.0,22.0,19.0,15.0,24.0
9911,211453,ST,66.0,70.0,52.0,64.0,32.0,34.0,66.0,52.0,60.0,56.0,40.0,73.0
9912,219133,LWB,48.0,56.0,61.0,66.0,29.0,55.0,89.0,61.0,84.0,59.0,63.0,34.0
9913,232189,LCB,33.0,58.0,62.0,48.0,27.0,53.0,58.0,56.0,49.0,27.0,71.0,41.0
9914,239357,RM,56.0,51.0,65.0,68.0,42.0,52.0,82.0,57.0,66.0,58.0,52.0,52.0
9915,243197,GK,7.0,13.0,16.0,13.0,13.0,19.0,28.0,64.0,19.0,8.0,11.0,14.0
9916,205054,LB,63.0,64.0,60.0,65.0,74.0,61.0,77.0,59.0,71.0,71.0,46.0,59.0
9917,208638,RB,38.0,58.0,61.0,46.0,44.0,52.0,68.0,58.0,63.0,36.0,55.0,41.0
9918,214270,ST,67.0,72.0,59.0,59.0,59.0,58.0,67.0,62.0,88.0,58.0,32.0,63.0
9919,229118,CM,51.0,38.0,67.0,63.0,43.0,65.0,66.0,66.0,71.0,50.0,65.0,38.0
9920,233470,LM,68.0,59.0,63.0,64.0,43.0,65.0,52.0,66.0,63.0,59.0,51.0,62.0
9921,241406,CM,30.0,64.0,70.0,69.0,58.0,68.0,71.0,63.0,78.0,55.0,63.0,63.0
9922,53502,CM,54.0,39.0,67.0,58.0,64.0,64.0,30.0,68.0,71.0,62.0,55.0,59.0
9923,224511,RWB,33.0,61.0,54.0,61.0,46.0,36.0,72.0,63.0,70.0,37.0,65.0,55.0
9924,232191,GK,18.0,13.0,25.0,11.0,14.0,15.0,33.0,63.0,26.0,16.0,12.0,16.0
9925,234239,RW,63.0,32.0,65.0,66.0,67.0,64.0,82.0,60.0,58.0,65.0,32.0,51.0
9926,237823,LM,62.0,56.0,56.0,81.0,32.0,40.0,91.0,55.0,66.0,49.0,51.0,58.0
9927,243968,LM,67.0,52.0,65.0,71.0,64.0,58.0,75.0,55.0,58.0,68.0,30.0,63.0
9928,186112,ST,63.0,61.0,48.0,56.0,34.0,46.0,74.0,65.0,76.0,52.0,37.0,70.0
9929,200449,CB,39.0,64.0,62.0,54.0,29.0,53.0,69.0,57.0,67.0,27.0,59.0,43.0
9930,221441,RM,59.0,44.0,63.0,68.0,48.0,58.0,76.0,60.0,61.0,60.0,33.0,59.0
9931,227329,LM,55.0,55.0,68.0,69.0,51.0,66.0,75.0,58.0,46.0,56.0,35.0,56.0
9932,236545,RB,28.0,51.0,64.0,67.0,34.0,39.0,79.0,59.0,62.0,51.0,60.0,36.0
9933,188417,RM,54.0,68.0,68.0,69.0,65.0,65.0,66.0,63.0,66.0,60.0,45.0,59.0
9934,225282,GK,19.0,17.0,25.0,15.0,18.0,25.0,47.0,63.0,27.0,14.0,20.0,21.0
9935,235266,GK,11.0,11.0,29.0,13.0,14.0,25.0,25.0,49.0,19.0,8.0,16.0,13.0
9936,244482,RB,32.0,59.0,53.0,61.0,48.0,46.0,80.0,59.0,70.0,49.0,65.0,44.0
9937,207619,CDM,56.0,62.0,69.0,61.0,33.0,55.0,76.0,64.0,69.0,43.0,60.0,44.0
9938,156675,RCB,15.0,71.0,66.0,60.0,52.0,57.0,36.0,59.0,79.0,13.0,67.0,38.0
9939,228867,CDM,38.0,72.0,68.0,55.0,42.0,68.0,50.0,52.0,71.0,55.0,55.0,51.0
9940,229891,CDM,54.0,57.0,61.0,61.0,28.0,58.0,69.0,58.0,78.0,55.0,62.0,49.0
9941,232195,LDM,62.0,55.0,67.0,58.0,31.0,65.0,74.0,62.0,77.0,33.0,66.0,47.0
9942,239363,CB,25.0,63.0,52.0,35.0,31.0,44.0,59.0,51.0,63.0,27.0,69.0,40.0
9943,246275,RM,61.0,44.0,65.0,68.0,42.0,61.0,68.0,58.0,54.0,32.0,20.0,51.0
9944,221700,GK,16.0,15.0,28.0,12.0,18.0,43.0,43.0,59.0,24.0,14.0,16.0,25.0
9945,230404,CB,33.0,72.0,62.0,41.0,31.0,51.0,61.0,48.0,67.0,34.0,74.0,66.0
9946,180740,LCB,31.0,66.0,59.0,45.0,20.0,58.0,32.0,60.0,84.0,45.0,62.0,41.0
9947,236037,CAM,58.0,54.0,66.0,64.0,44.0,65.0,73.0,64.0,66.0,60.0,57.0,57.0
9948,206086,LB,39.0,58.0,62.0,61.0,58.0,57.0,76.0,61.0,75.0,51.0,62.0,53.0
9949,225542,CM,47.0,58.0,69.0,65.0,66.0,67.0,64.0,57.0,63.0,53.0,47.0,58.0
9950,225798,RM,36.0,37.0,65.0,67.0,33.0,56.0,86.0,64.0,76.0,30.0,52.0,40.0
9951,165894,ST,63.0,61.0,57.0,63.0,46.0,41.0,53.0,64.0,68.0,60.0,20.0,66.0
9952,237574,ST,66.0,58.0,56.0,67.0,62.0,46.0,74.0,50.0,63.0,55.0,20.0,62.0
9953,244230,CAM,60.0,51.0,71.0,70.0,54.0,62.0,77.0,54.0,41.0,64.0,30.0,67.0
9954,193798,ST,64.0,63.0,61.0,65.0,41.0,60.0,63.0,65.0,67.0,64.0,26.0,58.0
9955,203015,CB,22.0,56.0,56.0,57.0,45.0,46.0,69.0,60.0,71.0,52.0,58.0,13.0
9956,211463,ST,66.0,55.0,58.0,64.0,60.0,50.0,75.0,61.0,77.0,64.0,33.0,64.0
9957,229383,LB,31.0,60.0,55.0,64.0,33.0,40.0,75.0,62.0,74.0,32.0,65.0,43.0
9958,238599,LM,58.0,52.0,61.0,63.0,31.0,45.0,76.0,60.0,85.0,61.0,41.0,47.0
9959,211720,RCM,48.0,55.0,70.0,67.0,45.0,60.0,72.0,65.0,69.0,46.0,36.0,42.0
9960,214280,LB,47.0,48.0,57.0,54.0,30.0,49.0,80.0,53.0,71.0,49.0,68.0,35.0
9961,221704,GK,13.0,13.0,29.0,21.0,20.0,23.0,41.0,52.0,32.0,16.0,28.0,23.0
9962,239368,LB,36.0,63.0,58.0,63.0,40.0,66.0,76.0,60.0,62.0,34.0,63.0,48.0
9963,241928,RCM,38.0,48.0,70.0,73.0,42.0,67.0,71.0,59.0,66.0,48.0,48.0,41.0
9964,220937,RB,32.0,59.0,54.0,63.0,40.0,53.0,71.0,65.0,72.0,30.0,59.0,44.0
9965,221705,CM,60.0,51.0,67.0,70.0,66.0,68.0,73.0,55.0,77.0,59.0,41.0,48.0
9966,238089,RW,42.0,38.0,63.0,65.0,56.0,62.0,72.0,66.0,64.0,36.0,62.0,38.0
9967,242185,CB,27.0,62.0,58.0,51.0,37.0,57.0,59.0,62.0,67.0,39.0,61.0,43.0
9968,181001,GK,10.0,11.0,26.0,12.0,13.0,22.0,59.0,65.0,29.0,12.0,13.0,19.0
9969,204554,RCB,38.0,60.0,58.0,54.0,30.0,54.0,74.0,58.0,80.0,40.0,59.0,34.0
9970,118794,GK,14.0,15.0,29.0,11.0,14.0,27.0,40.0,65.0,28.0,13.0,14.0,16.0
9971,190474,CDM,59.0,64.0,60.0,60.0,56.0,58.0,70.0,65.0,75.0,61.0,68.0,56.0
9972,171019,GK,12.0,20.0,29.0,19.0,13.0,33.0,45.0,60.0,38.0,12.0,23.0,22.0
9973,244235,RW,57.0,42.0,60.0,69.0,42.0,47.0,90.0,58.0,65.0,55.0,44.0,47.0
9974,184587,RM,45.0,54.0,64.0,63.0,59.0,61.0,77.0,64.0,79.0,63.0,49.0,55.0
9975,210700,CM,43.0,62.0,65.0,65.0,68.0,60.0,66.0,65.0,80.0,69.0,55.0,55.0
9976,214028,ST,68.0,59.0,44.0,63.0,57.0,27.0,74.0,61.0,75.0,62.0,28.0,68.0
9977,221964,GK,18.0,18.0,25.0,13.0,13.0,17.0,45.0,61.0,20.0,13.0,17.0,19.0
9978,223756,LDM,50.0,60.0,64.0,62.0,45.0,62.0,50.0,61.0,64.0,67.0,65.0,54.0
9979,161804,RB,29.0,64.0,64.0,61.0,41.0,62.0,66.0,66.0,67.0,64.0,63.0,65.0
9980,219661,LB,39.0,60.0,61.0,54.0,42.0,60.0,75.0,64.0,69.0,46.0,59.0,47.0
9981,222477,LCM,48.0,44.0,69.0,65.0,61.0,66.0,70.0,56.0,71.0,53.0,48.0,43.0
9982,180749,LCB,52.0,47.0,63.0,62.0,32.0,58.0,69.0,61.0,72.0,54.0,58.0,53.0
9983,209166,GK,17.0,13.0,29.0,12.0,20.0,17.0,46.0,58.0,30.0,20.0,15.0,24.0
9984,214030,CDM,27.0,55.0,66.0,47.0,38.0,55.0,62.0,68.0,76.0,33.0,60.0,33.0
9985,163342,ST,65.0,59.0,61.0,62.0,51.0,56.0,58.0,62.0,76.0,62.0,31.0,66.0
9986,110606,GK,11.0,11.0,11.0,13.0,16.0,30.0,32.0,56.0,30.0,12.0,22.0,17.0
9987,242958,CB,25.0,66.0,37.0,29.0,37.0,36.0,54.0,59.0,55.0,36.0,68.0,44.0
9988,244238,CDM,49.0,68.0,65.0,56.0,47.0,58.0,57.0,58.0,65.0,46.0,64.0,49.0
9989,244750,RCM,60.0,52.0,71.0,66.0,70.0,66.0,71.0,62.0,70.0,70.0,53.0,52.0
9990,184334,CM,62.0,56.0,66.0,64.0,71.0,63.0,75.0,63.0,66.0,59.0,55.0,67.0
9991,221711,RB,34.0,55.0,64.0,58.0,33.0,55.0,74.0,59.0,69.0,48.0,64.0,38.0
9992,231951,LW,62.0,47.0,64.0,69.0,47.0,58.0,83.0,48.0,69.0,58.0,28.0,48.0
9993,243983,RCB,20.0,67.0,49.0,36.0,30.0,38.0,44.0,65.0,66.0,18.0,61.0,38.0
9994,199440,CB,18.0,57.0,53.0,50.0,21.0,40.0,60.0,55.0,70.0,29.0,68.0,17.0
9995,205072,LCM,41.0,64.0,65.0,55.0,40.0,62.0,66.0,54.0,78.0,51.0,61.0,37.0
9996,224528,LB,28.0,60.0,60.0,54.0,35.0,49.0,76.0,61.0,68.0,43.0,62.0,38.0
9997,192528,CB,47.0,65.0,59.0,42.0,66.0,54.0,33.0,68.0,59.0,63.0,52.0,68.0
9998,202769,LS,67.0,66.0,58.0,59.0,51.0,48.0,52.0,61.0,73.0,59.0,41.0,65.0
9999,204817,LB,56.0,62.0,66.0,65.0,42.0,61.0,61.0,54.0,63.0,60.0,63.0,50.0
10000,207633,GK,10.0,15.0,30.0,13.0,14.0,30.0,44.0,64.0,33.0,11.0,28.0,18.0
10001,212753,CAM,64.0,55.0,65.0,65.0,46.0,64.0,69.0,61.0,76.0,55.0,51.0,44.0
10002,220433,GK,17.0,13.0,32.0,16.0,13.0,30.0,42.0,57.0,42.0,10.0,23.0,24.0
10003,167697,CM,56.0,56.0,70.0,58.0,57.0,65.0,52.0,62.0,52.0,59.0,61.0,63.0
10004,244497,RM,58.0,34.0,60.0,69.0,38.0,47.0,83.0,67.0,52.0,43.0,24.0,50.0
10005,205586,ST,65.0,54.0,56.0,63.0,27.0,46.0,87.0,62.0,69.0,58.0,40.0,60.0
10006,213778,ST,64.0,64.0,61.0,58.0,66.0,52.0,77.0,57.0,69.0,62.0,20.0,66.0
10007,228882,CM,52.0,64.0,68.0,60.0,55.0,66.0,64.0,63.0,61.0,55.0,67.0,54.0
10008,230418,CDM,45.0,41.0,64.0,68.0,48.0,74.0,42.0,69.0,71.0,43.0,64.0,59.0
10009,242194,LB,33.0,57.0,60.0,65.0,37.0,52.0,61.0,62.0,70.0,29.0,62.0,39.0
10010,211987,LDM,39.0,50.0,72.0,67.0,46.0,66.0,64.0,65.0,68.0,47.0,64.0,44.0
10011,223763,RCB,26.0,71.0,52.0,31.0,30.0,43.0,69.0,58.0,63.0,33.0,64.0,34.0
10012,227859,CM,44.0,68.0,70.0,55.0,41.0,66.0,50.0,63.0,76.0,62.0,55.0,35.0
10013,242195,RCB,18.0,59.0,68.0,35.0,24.0,56.0,75.0,59.0,64.0,21.0,67.0,30.0
10014,183827,GK,8.0,9.0,23.0,9.0,9.0,22.0,52.0,56.0,24.0,9.0,23.0,24.0
10015,239380,LW,55.0,58.0,66.0,71.0,57.0,55.0,73.0,63.0,72.0,52.0,32.0,68.0
10016,216597,GK,17.0,28.0,40.0,27.0,32.0,37.0,63.0,60.0,44.0,17.0,13.0,42.0
10017,237333,RCM,40.0,58.0,69.0,67.0,63.0,67.0,66.0,61.0,66.0,62.0,53.0,47.0
10018,245013,CAM,60.0,36.0,67.0,71.0,58.0,62.0,77.0,51.0,67.0,56.0,43.0,59.0
10019,188181,LB,54.0,60.0,61.0,60.0,39.0,57.0,71.0,63.0,76.0,60.0,61.0,39.0
10020,202518,RCM,58.0,33.0,57.0,68.0,64.0,44.0,80.0,61.0,71.0,68.0,49.0,53.0
10021,149270,CDM,42.0,57.0,65.0,59.0,54.0,63.0,56.0,61.0,67.0,60.0,61.0,57.0
10022,219158,LCB,16.0,55.0,57.0,51.0,28.0,49.0,64.0,65.0,74.0,20.0,65.0,37.0
10023,239894,CM,46.0,57.0,66.0,66.0,40.0,62.0,71.0,64.0,71.0,50.0,58.0,50.0
10024,200471,ST,62.0,70.0,57.0,61.0,47.0,39.0,71.0,56.0,75.0,58.0,26.0,62.0
10025,203287,ST,64.0,61.0,59.0,61.0,46.0,46.0,79.0,55.0,77.0,52.0,30.0,68.0
10026,207895,CDM,42.0,61.0,65.0,48.0,27.0,62.0,54.0,67.0,73.0,48.0,63.0,47.0
10027,212247,GK,10.0,16.0,23.0,10.0,15.0,20.0,40.0,63.0,31.0,15.0,19.0,18.0
10028,213271,RB,48.0,58.0,52.0,64.0,45.0,41.0,76.0,58.0,84.0,59.0,58.0,41.0
10029,228375,CDM,33.0,56.0,68.0,55.0,62.0,63.0,70.0,63.0,71.0,50.0,62.0,48.0
10030,169495,LM,60.0,58.0,64.0,65.0,65.0,57.0,69.0,54.0,70.0,60.0,34.0,58.0
10031,212248,LS,59.0,58.0,60.0,68.0,40.0,39.0,78.0,62.0,67.0,49.0,29.0,58.0
10032,228632,RM,54.0,57.0,61.0,66.0,47.0,52.0,80.0,62.0,76.0,48.0,53.0,45.0
10033,172568,RCM,58.0,57.0,66.0,54.0,58.0,65.0,62.0,67.0,91.0,65.0,56.0,48.0
10034,239128,RB,39.0,56.0,61.0,64.0,34.0,54.0,75.0,66.0,71.0,24.0,63.0,31.0
10035,245528,ST,65.0,70.0,59.0,62.0,39.0,53.0,62.0,64.0,60.0,63.0,21.0,59.0
10036,200217,RB,33.0,56.0,56.0,55.0,43.0,55.0,70.0,63.0,61.0,28.0,62.0,36.0
10037,209177,RWB,54.0,55.0,63.0,62.0,63.0,62.0,74.0,65.0,89.0,67.0,56.0,60.0
10038,229657,RB,41.0,47.0,57.0,61.0,41.0,52.0,85.0,57.0,79.0,33.0,60.0,40.0
10039,241689,RM,62.0,55.0,63.0,70.0,32.0,52.0,85.0,58.0,56.0,55.0,46.0,58.0
10040,189721,CAM,60.0,55.0,64.0,62.0,62.0,61.0,62.0,67.0,74.0,68.0,43.0,68.0
10041,191257,ST,62.0,60.0,64.0,62.0,55.0,56.0,65.0,63.0,68.0,59.0,28.0,49.0
10042,210970,CM,58.0,49.0,65.0,59.0,23.0,61.0,71.0,60.0,81.0,69.0,62.0,40.0
10043,215066,LB,30.0,59.0,48.0,73.0,36.0,59.0,71.0,61.0,74.0,29.0,64.0,42.0
10044,157978,RCB,50.0,60.0,64.0,59.0,28.0,57.0,51.0,63.0,52.0,53.0,60.0,45.0
10045,229402,GK,20.0,17.0,45.0,22.0,18.0,38.0,45.0,52.0,44.0,20.0,14.0,21.0
10046,235546,CB,41.0,64.0,43.0,31.0,30.0,29.0,59.0,52.0,65.0,28.0,61.0,43.0
10047,240922,RS,69.0,69.0,63.0,61.0,46.0,40.0,69.0,60.0,63.0,60.0,48.0,64.0
10048,206107,CDM,39.0,61.0,73.0,66.0,49.0,65.0,63.0,59.0,74.0,67.0,55.0,56.0
10049,211227,CDM,48.0,61.0,63.0,57.0,33.0,61.0,67.0,67.0,74.0,52.0,58.0,48.0
10050,181787,LW,68.0,66.0,62.0,65.0,48.0,50.0,77.0,64.0,65.0,62.0,18.0,54.0
10051,190235,RB,38.0,58.0,61.0,52.0,39.0,56.0,72.0,57.0,72.0,29.0,67.0,35.0
10052,204316,RW,60.0,66.0,63.0,59.0,55.0,52.0,68.0,63.0,78.0,60.0,35.0,62.0
10053,205596,LB,46.0,54.0,54.0,64.0,50.0,49.0,68.0,56.0,73.0,45.0,64.0,43.0
10054,191260,LB,44.0,66.0,58.0,57.0,23.0,45.0,70.0,59.0,67.0,40.0,65.0,28.0
10055,194076,ST,66.0,67.0,62.0,54.0,48.0,56.0,63.0,64.0,72.0,59.0,25.0,76.0
10056,200989,GK,11.0,18.0,19.0,15.0,14.0,15.0,38.0,61.0,32.0,13.0,21.0,22.0
10057,246045,LW,60.0,43.0,64.0,68.0,42.0,53.0,80.0,59.0,62.0,55.0,26.0,47.0
10058,207646,RB,35.0,58.0,59.0,58.0,30.0,54.0,72.0,58.0,81.0,34.0,61.0,50.0
10059,207902,ST,64.0,62.0,64.0,65.0,42.0,51.0,69.0,64.0,62.0,59.0,31.0,68.0
10060,214046,CDM,39.0,50.0,63.0,59.0,42.0,65.0,78.0,61.0,81.0,56.0,65.0,36.0
10061,223007,RCB,38.0,55.0,58.0,56.0,31.0,52.0,68.0,61.0,70.0,41.0,61.0,34.0
10062,228639,ST,62.0,65.0,63.0,69.0,28.0,41.0,78.0,61.0,54.0,58.0,26.0,47.0
10063,232991,LCM,59.0,53.0,68.0,65.0,60.0,67.0,72.0,56.0,77.0,62.0,67.0,63.0
10064,243231,CM,63.0,38.0,66.0,67.0,49.0,63.0,75.0,64.0,61.0,59.0,55.0,49.0
10065,243743,LCM,63.0,30.0,62.0,65.0,58.0,59.0,78.0,57.0,76.0,62.0,40.0,74.0
10066,185119,CM,62.0,58.0,63.0,58.0,53.0,59.0,69.0,65.0,91.0,61.0,57.0,48.0
10067,207904,LM,64.0,58.0,61.0,63.0,33.0,59.0,84.0,61.0,58.0,62.0,29.0,66.0
10068,208417,RW,60.0,40.0,63.0,59.0,47.0,58.0,88.0,64.0,60.0,53.0,45.0,50.0
10069,212513,RM,56.0,29.0,59.0,68.0,57.0,62.0,79.0,55.0,66.0,57.0,27.0,59.0
10070,223265,CB,23.0,63.0,46.0,34.0,30.0,36.0,37.0,53.0,72.0,24.0,64.0,37.0
10071,232225,LS,63.0,71.0,54.0,52.0,28.0,28.0,51.0,57.0,55.0,58.0,35.0,44.0
10072,170785,GK,13.0,10.0,34.0,10.0,11.0,18.0,31.0,53.0,30.0,6.0,20.0,17.0
10073,202787,RB,50.0,62.0,62.0,56.0,51.0,58.0,66.0,65.0,67.0,51.0,67.0,44.0
10074,165667,LM,60.0,65.0,61.0,61.0,60.0,62.0,70.0,63.0,88.0,57.0,32.0,54.0
10075,245795,LW,62.0,41.0,54.0,72.0,55.0,48.0,83.0,51.0,57.0,55.0,28.0,57.0
10076,204324,LS,55.0,45.0,60.0,67.0,44.0,53.0,86.0,56.0,66.0,50.0,43.0,63.0
10077,208676,LW,64.0,43.0,61.0,64.0,51.0,56.0,84.0,52.0,85.0,64.0,49.0,56.0
10078,231972,ST,60.0,64.0,60.0,56.0,37.0,46.0,76.0,65.0,73.0,56.0,22.0,69.0
10079,237348,CDM,46.0,55.0,63.0,59.0,30.0,69.0,57.0,69.0,59.0,51.0,58.0,40.0
10080,202533,RB,43.0,55.0,63.0,61.0,29.0,53.0,83.0,55.0,76.0,56.0,60.0,44.0
10081,228645,ST,61.0,60.0,67.0,60.0,42.0,45.0,69.0,64.0,74.0,55.0,41.0,51.0
10082,175141,GK,12.0,20.0,27.0,14.0,13.0,24.0,53.0,60.0,24.0,12.0,13.0,14.0
10083,243237,LB,30.0,57.0,56.0,64.0,39.0,40.0,75.0,60.0,53.0,35.0,64.0,49.0
10084,202534,LM,61.0,51.0,61.0,70.0,63.0,41.0,76.0,61.0,75.0,61.0,45.0,31.0
10085,137510,LB,25.0,67.0,66.0,53.0,31.0,60.0,40.0,63.0,61.0,31.0,74.0,38.0
10086,157734,GK,12.0,10.0,49.0,11.0,13.0,45.0,58.0,54.0,19.0,14.0,15.0,13.0
10087,233510,RW,61.0,50.0,62.0,68.0,60.0,58.0,78.0,53.0,63.0,62.0,43.0,44.0
10088,245030,ST,70.0,71.0,56.0,54.0,33.0,41.0,57.0,57.0,61.0,62.0,20.0,74.0
10089,189734,CB,44.0,68.0,58.0,44.0,55.0,55.0,37.0,56.0,80.0,58.0,62.0,28.0
10090,138279,LM,51.0,37.0,65.0,65.0,56.0,63.0,83.0,59.0,64.0,50.0,34.0,50.0
10091,203815,GK,8.0,10.0,48.0,10.0,8.0,36.0,29.0,59.0,30.0,12.0,12.0,22.0
10092,209447,LW,53.0,56.0,61.0,68.0,42.0,51.0,93.0,60.0,52.0,47.0,22.0,53.0
10093,203048,RB,49.0,57.0,59.0,62.0,56.0,58.0,76.0,64.0,72.0,63.0,62.0,41.0
10094,211240,CAM,60.0,44.0,65.0,67.0,50.0,60.0,72.0,60.0,60.0,51.0,35.0,48.0
10095,227880,LCB,22.0,65.0,54.0,53.0,27.0,50.0,44.0,63.0,59.0,48.0,65.0,36.0
10096,231976,CB,22.0,62.0,66.0,23.0,26.0,58.0,54.0,58.0,66.0,21.0,63.0,37.0
10097,244008,CB,20.0,63.0,44.0,36.0,33.0,39.0,44.0,63.0,57.0,24.0,66.0,41.0
10098,244520,RDM,65.0,70.0,72.0,64.0,55.0,64.0,65.0,60.0,76.0,62.0,55.0,65.0
10099,188968,GK,15.0,21.0,17.0,14.0,16.0,18.0,30.0,58.0,33.0,13.0,13.0,18.0
10100,209961,ST,62.0,67.0,61.0,60.0,46.0,38.0,62.0,61.0,69.0,58.0,36.0,67.0
10101,224297,LB,34.0,53.0,60.0,59.0,44.0,50.0,82.0,60.0,73.0,34.0,63.0,33.0
10102,236585,ST,65.0,63.0,66.0,62.0,37.0,62.0,72.0,61.0,65.0,52.0,31.0,55.0
10103,107305,RCB,21.0,63.0,66.0,51.0,50.0,60.0,35.0,54.0,52.0,53.0,65.0,47.0
10104,244521,LW,64.0,35.0,63.0,65.0,61.0,56.0,80.0,61.0,64.0,62.0,50.0,60.0
10105,246057,LCM,56.0,62.0,69.0,58.0,54.0,67.0,70.0,66.0,69.0,62.0,64.0,49.0
10106,214314,GK,16.0,18.0,25.0,19.0,16.0,20.0,49.0,58.0,36.0,20.0,29.0,25.0
10107,236586,RCB,55.0,47.0,56.0,67.0,64.0,53.0,81.0,62.0,83.0,48.0,62.0,49.0
10108,186922,LB,51.0,61.0,64.0,56.0,50.0,56.0,70.0,66.0,66.0,54.0,63.0,45.0
10109,206635,RB,52.0,55.0,61.0,68.0,59.0,59.0,75.0,68.0,70.0,69.0,66.0,52.0
10110,207659,RF,63.0,61.0,60.0,65.0,31.0,51.0,74.0,58.0,82.0,62.0,37.0,56.0
10111,214315,CDM,52.0,73.0,69.0,21.0,31.0,71.0,43.0,64.0,56.0,28.0,68.0,60.0
10112,170027,LCB,12.0,67.0,53.0,27.0,20.0,38.0,44.0,59.0,64.0,18.0,63.0,28.0
10113,236843,RW,58.0,53.0,65.0,69.0,56.0,52.0,69.0,57.0,34.0,62.0,58.0,68.0
10114,239403,RB,33.0,62.0,59.0,63.0,37.0,31.0,63.0,65.0,68.0,28.0,58.0,44.0
10115,244523,CB,24.0,61.0,62.0,60.0,30.0,46.0,72.0,55.0,64.0,35.0,64.0,40.0
10116,197932,LS,64.0,51.0,53.0,58.0,47.0,43.0,87.0,68.0,69.0,56.0,32.0,58.0
10117,205868,LW,53.0,59.0,65.0,71.0,39.0,59.0,79.0,53.0,68.0,50.0,36.0,58.0
10118,224300,LB,45.0,55.0,58.0,53.0,36.0,37.0,79.0,63.0,74.0,40.0,59.0,46.0
10119,243756,RB,46.0,60.0,63.0,60.0,33.0,57.0,73.0,61.0,72.0,42.0,64.0,41.0
10120,209965,LS,61.0,67.0,57.0,58.0,46.0,41.0,63.0,64.0,63.0,55.0,28.0,55.0
10121,152621,CB,32.0,65.0,60.0,40.0,27.0,61.0,60.0,58.0,69.0,52.0,61.0,34.0
10122,183597,GK,15.0,11.0,23.0,14.0,14.0,38.0,44.0,56.0,41.0,14.0,14.0,21.0
10123,205870,CB,19.0,48.0,61.0,34.0,25.0,61.0,55.0,56.0,63.0,27.0,69.0,39.0
10124,219950,RCB,41.0,66.0,53.0,43.0,30.0,57.0,66.0,57.0,66.0,46.0,62.0,39.0
10125,224046,CB,27.0,66.0,46.0,44.0,27.0,42.0,68.0,58.0,63.0,20.0,66.0,37.0
10126,238126,CM,63.0,43.0,72.0,67.0,45.0,68.0,54.0,63.0,37.0,62.0,35.0,43.0
10127,240942,CDM,57.0,63.0,70.0,59.0,44.0,65.0,65.0,62.0,61.0,56.0,63.0,48.0
10128,190254,LS,64.0,64.0,55.0,59.0,37.0,42.0,73.0,66.0,78.0,60.0,22.0,61.0
10129,241967,RW,54.0,40.0,63.0,66.0,30.0,51.0,81.0,58.0,65.0,47.0,54.0,38.0
10130,223792,GK,20.0,21.0,29.0,17.0,13.0,19.0,46.0,53.0,33.0,19.0,17.0,25.0
10131,225072,RB,29.0,66.0,55.0,56.0,22.0,52.0,73.0,60.0,73.0,28.0,64.0,36.0
10132,233520,CAM,55.0,33.0,66.0,68.0,46.0,50.0,76.0,58.0,65.0,46.0,50.0,57.0
10133,235568,CM,41.0,61.0,67.0,65.0,29.0,67.0,61.0,59.0,70.0,54.0,64.0,42.0
10134,213553,ST,62.0,58.0,52.0,66.0,50.0,40.0,86.0,54.0,78.0,54.0,22.0,60.0
10135,214065,LM,59.0,47.0,62.0,59.0,71.0,59.0,81.0,54.0,76.0,72.0,55.0,59.0
10136,232753,CDM,42.0,42.0,68.0,44.0,35.0,61.0,58.0,58.0,63.0,49.0,60.0,39.0
10137,243249,CM,65.0,58.0,63.0,64.0,48.0,66.0,65.0,70.0,61.0,52.0,54.0,55.0
